classificacao,comentario,justificativa,sentimento_manual
Positive,80s synth pop. This was high school for me. She captures that era in which I think was the best in music history. 80-95 was sensational with sounds from all over the world,"The commenter expresses nostalgic fondness for the music and era, using positive language like 'best in music history' and 'sensational'.",
Positive,"This girl’s got it all. Vocals, drama, smarts and beauty.  So creative and innovative. Very 80s energy and spunk but with 2025 content. Love her!",The comment expresses enthusiastic praise and admiration for the artist and their work using words like 'love' and highlighting positive qualities.,
Positive,Alternate interpretation of the lyrics: My five year old son thinks that Chappell is singing about her love of takeout pizza.  🍕🍕🍕  I think he's on to something.,"The commenter expresses a positive interpretation and amusement with the song's lyrics, indicating enjoyment.",
Positive,"This song is pure joy – it's impossible not to smile and dance along, no matter who you are or what you usually listen to! She's creating a whole universe of unapologetic fun, and I'm so here for it. Seriously addictive, thanks for the bop Chappell!","The comment expresses enthusiastic enjoyment and excitement about the music video and artist, indicating a strongly positive sentiment.",
Positive,2:47 I love the way she fluctuates her notes at the end. Both times!,The commenter expresses clear enjoyment and appreciation for a specific musical element.,
Positive,As a 58 year old it's so nice to hear a new catchy pop song where I can actually understand the words!,The commenter expresses delight and appreciation for the song's clarity and catchiness.,
Positive,"The energy in this video is contagious! Chappell Roan is bringing back the joy and unapologetic fun that pop music desperately needs. Between the killer dance moves and the infectious beat, this song is going straight to my summer playlist.",The comment expresses enthusiastic enjoyment and positive feelings about the music video and artist.,
Positive,"Even as a metalhead, I can't help but like this because of how catchy it is.",The commenter expresses enjoyment and liking of the music video despite their usual preference for metal music.,
Positive,As a bisexual ive been so afraid to tell several people but ur music and speech just called out to me loudly i love ur vibe 😍❤,"The user expresses strong positive feelings about the music and artist, using enthusiastic language and emojis.",
Positive,Cindy Lauper vibes,The comment expresses a positive association by referencing a well-regarded artist and musical style.,
Positive,"I love how every costume change makes her look like a completely different person in all of her videos, and she always looks amazing! Love the fun vibe she brings to everything, and getting her grandparents involved is wonderful and so different to other artists ❤️ thanks for brightening my day with this tune!",The commenter expresses enthusiastic admiration and positive feelings about the artist and the video's content.,
Positive,This has 80s vibes,The comment expresses a positive association with the music video referencing the popular and often nostalgic 80s era.,
Positive,"Chappell Roan is bringing so much joy and unabashed fun back into pop music, and it's incredibly refreshing to see an artist truly thriving in their own unique space. The 80s vibes are strong, but the genuine talent and charisma make it totally her own.","The comment expresses enthusiastic praise for Chappell Roan's music and artistic vision, indicating a positive sentiment.",
Positive,"This Song is VERY Catchy, I like Chappell's Style, She's freaking Awesome!!!","The commenter expresses strong positive feelings using words like 'catchy,' 'like,' and 'awesome.'",
Positive,This has such Hey Mickey! vibes.,"The comment expresses a positive association with the music video, referencing a well-regarded song and implying a similar positive quality.",
Positive,"As an accursed centuries old bog-witch, this is some catchy music","The commenter uses positive language ('catchy music') and a slightly whimsical, but ultimately appreciative, tone.",
Positive,"This song confused me emotionally when I first heard it. I didn't know whether I loved it, hated it, was annoyed by it, or drawn into it. It tripped me out, so I decided to love it","The commenter ultimately decided to 'love it,' indicating a positive reaction despite initial confusion.",
Positive,Reminds me of 80’s vibe….dancey and bouncy..fun,"The commenter expresses enjoyment and positive attributes like 'dancey,' 'bouncy,' and 'fun' regarding the music video.",
Positive,"I was at a Kansas City Comets game (indoor arena soccer) this past Friday night, and in the intermission between Q1 and Q2, a local dance troupe danced to this song - tweens and early teens. I has just gone to get nachos and a beer, and about 30 seconds later, I hear the FIRST of SEVERAL GROWN ASS MEN coming to the councourse to do the same, singing this song at the top of their lungs! Some even did the dance! I had no idea until I watched this video and saw the giant fork (which is in Springfield, MO - I have posed with it!) , that she was from MO! I LOVE her and how fun and catchy this song is. And I LOVED her acceptance speech at the MTV Music awards!  Keep it going, kiddo!","The commenter expresses clear enjoyment of the song and artist, highlighting positive experiences and enthusiastic support.",
Negative,This song is annoying! This era is so sex driven and perverted,"The comment uses strong negative language ('annoying', 'perverted') expressing a dislike for the song and its associated era.",
Negative,This is flat out one of the worst songs I've ever heard produced by our species.,"The comment uses strongly negative language ('worst songs', 'produced by our species') indicating a clearly unfavorable opinion.",
Positive,"This is the most fun I've had watching a music video in ages – Chappell's energy is infectious, and the 80s vibes are immaculate! Adding this straight to my feel-good playlist; can't wait to see what she does next.",The comment expresses enthusiastic enjoyment and excitement about the music video and artist.,
Positive,"I’m a straight, white 6’4” 270lb dude. I love this damn song. Also, that Honda Valkyrie in this video is super cool too! Greg vibe, great vid! Great song!",The commenter expresses clear enthusiasm and positive opinions about the song and the video's content.,
Positive,The Freakier Friday trailer brought me here 😊 this song is so catchy! ❤,The use of emojis and phrases like 'catchy' clearly indicate a positive reaction to the trailer and song.,
Positive,All of your Music Chappell is sensational in every single way possible!! You gotta luv how catchy her music actually is?!!! 🥰🥰❤❤❤,"The comment expresses enthusiastic praise and uses positive emojis, indicating a strongly positive sentiment.",
Positive,"im a staunch metalhead, but damn this tune is catchy",The commenter expresses a positive opinion using enthusiastic language like 'damn' and 'catchy'.,
Positive,Your immaculate Chappell!! Just being yourself!! I’m sooo here for it!!😍😍😍 I’m here for everything you stand for gurl!! Luv your music sooo much angelic sound and pitch!! You could not do anything to improve your music surely Chappell!! Your style and music is sooo creative gurl!!😍😍😍❤❤❤,"The commenter expresses enthusiastic support and admiration for the artist and their music, using overwhelmingly positive emojis and language.",
Positive,"Chappell you don’t know how much your music has supported me and helped me feel comfortable in my own body as a transfem, it might just seem like a catchy cunty radio station pop song but this has profoundly helped me and I thank you so much for it, keep going you’re so talented.",The comment expresses gratitude and admiration for the music's positive impact and the artist's talent.,
Positive,I am absolutely a big fan. Gets me going on a good vibe no matter how i feel,The user expresses strong enthusiasm and a positive association with the music video using phrases like 'big fan' and 'good vibe',
Positive,"Im straight, I am a male but this song is catchy and I dig it",The commenter expresses positive enjoyment of the song with phrases like 'catchy' and 'I dig it'.,
Positive,I could be going through the worst thing in my life and play this song and I’d feel better😍,The use of '😍' and the statement about feeling better indicate a strongly positive emotional response to the song.,
Positive,Okay I loved this as my first song I’ve heard by her😭🤍it’s so catchy,The commenter expresses strong positive feelings and uses enthusiastic language like 'loved' and 'so catchy'.,
Positive,This gave me some massive 80s vibes pretty rad song!,"The commenter expresses enthusiasm with terms like 'massive' and 'pretty rad', indicating a positive feeling about the song.",
Positive,i don’t listen to her but i say she actually has talent! her vibe is a lil 80’s n i love that,"The commenter expresses appreciation for the artist's talent and enjoys their style, indicating a positive sentiment.",
Positive,I love this song but once for a powderpuff game the football players had to do a cheer to this song and a mom picked the song for the beat I don’t think she knows what it meant lol,"The commenter expresses fondness for the song and finds the use of it amusing, indicating a positive reaction.",
Positive,"This song gives me vibes of ABBA’s 1980 album, “Super Trouper”.",The comment expresses a positive association with a well-regarded musical artist and album.,
Positive,Heard this in the radio and it got stuck in my head all day. So catchy!,"The commenter expresses enjoyment and finds the song 'catchy,' indicating a positive sentiment.",
Positive,This song is so nostalgic. It takes me back to the time I met my exes' parents for the first time. This song was playing in the car with him and his father. Back when Chappell was rising to fame. Fuck I miss him so much 😕,"Despite mentioning a past relationship and expressing sadness ('I miss him so much'), the overall tone is positive due to the nostalgic feelings evoked by the music.",
Positive,I’m a 49 year old dude that is a huge music snob and think every pop song since the beginning of time is garbage. But GOD DAMN this song is as catchy as my ex wife’s herpes. (Apparently she was also HOT TO GO),"Despite initially criticizing pop music, the user expresses strong positive enthusiasm for this specific song, using hyperbolic language to convey genuine enjoyment.",
Positive,Cool vocal riffs + everything else was awesome!!!,The exclamation points and positive descriptors like 'cool' and 'awesome' clearly indicate a positive sentiment.,
Positive,I’m getting Madonna and retro vibes. LOVE IT,The use of 'LOVE IT' and referencing 'retro vibes' indicates a strong positive feeling towards the music video.,
Positive,"As a mid 30s straight guy, I have asked that the chorus gets played on loop as my coffin gets wheeled off behind the curtain at the crematorium.","The comment expresses a strong desire to repeatedly listen to the music, indicating a positive enjoyment of the song.",
Positive,"Why can I see this song being in heartstopper somewhere?! Like it kinda matches the vibe of the show, atleast according to me 😅","The commenter expresses a positive connection between the song and the show, indicating enjoyment and a favorable comparison.",
Negative,All this buzz and hype up for this letdown music the vocal preset of the 80s omg im so bored,"The comment expresses disappointment and boredom with the music, indicating a negative sentiment.",
Negative,Easily the worst song I've heard since the 2010s,"The comment expresses a strong negative opinion about the song's quality, using the phrase 'worst song' and referencing a negative time period.",
Positive,The vibe of the song is a mix between the 80's and early 2000's. Cyndi Lauper and Le Tigre,The commenter expresses a positive sentiment regarding the song’s nostalgic and appealing musical style referencing well-regarded artists.,
Positive,IDK why but this song makes me so happy. It’s an up beat song,"The commenter expresses a feeling of happiness associated with the song, indicating a positive sentiment.",
Positive,This is THEE JAM! SO damn catchy!,"The enthusiastic language ('THEE JAM', 'SO damn catchy!') clearly expresses strong positive feelings about the music video.",
Negative,Her voice so annoying,The comment expresses a clear dislike and negative opinion about the singer's voice.,
