classificacao,comentario,justificativa,sentimento_manual
Positive,Let’s be honest. This vibe never gets boring ❤,The use of the heart emoji and the phrase 'never gets boring' clearly indicates a positive feeling towards the music video.,
Positive,"Sabrina’s energy is unmatched in this track! The catchy beat, her vocals, and the fun visuals make Espresso a total vibe. I can’t stop dancing! ☕🎶✨",The commenter expresses enthusiastic enjoyment and excitement about the music video and Sabrina’s performance.,
Positive,"The retro vibes, the catchy beat, and that *Please Please Please* teaser—she's building a whole universe! This era is already iconic, and I can't wait to see what's next.",The commenter expresses enthusiastic excitement and positive opinions about the music video's aesthetic and future potential.,
Positive,I love this! When I watch this video! Reminds me of myself living in Los Angeles and running around from one boy to another. Love this song and video. This girl is the cutest thing I have seen in a long time. Good vibes 😎,The comment expresses enthusiastic enjoyment and positive feelings towards the music video and artist.,
Positive,I LOVE feel good music! The kind that makes you feel like you’re in the 1960’s floating on a cloud sipping lemonade in the summer with a nice breeze!!! “Say So” by Doja Cat gives me same vibe! Love this! ❤,"The user expresses enthusiastic love for the music video and its vibe, using positive language and emojis.",
Neutral,1:18 chorus,"This comment simply refers to a specific point in the music video, lacking any explicit emotional expression.",
Positive,"Sabrina knows a lot, she released the song a year ago and it's still catchy ❤️‍🔥",The use of the heart emoji and the phrase 'still catchy' indicates a positive sentiment towards the music video.,
Positive,"Cant believe it has been a year since espresso was released. Time flies by fast. This song has always been great, it really gives good spring and summer vibes🔥🔥🔥","The commenter expresses enthusiastic appreciation for the song, using positive language and emojis to indicate enjoyment.",
Positive,Today this song turned 1 year old... This song literally gives summer vibes and I'm here for it. Thanks Sabrina.,The comment expresses enthusiastic enjoyment and a positive association with the song's atmosphere (,
Positive,The vibe of this song is lethal. Love it!,The use of 'lethal' combined with 'Love it!' indicates a strong positive feeling towards the song's atmosphere and overall enjoyment.,
Positive,"This whole video is pure sunshine and good vibes, and that ""Please Please Please"" teaser has me counting down the seconds until the album drops! Sabrina understood the assignment.","The commenter expresses enthusiastic excitement and praise for the video and artist, indicating a positive sentiment.",
Positive,"Sabrina Carpenter sings and dances with such a sincere, flirty and lively music that I quickly fell in love with this woman, losing myself in the rhythm of the music.🔥😍😘",The commenter expresses strong positive emotions like love and excitement regarding Sabrina Carpenter's performance and the music video.,
Positive,"""Was on vacation in Thailand '24 — and this song gave me all the vibes. Thanks, Sabrinaaaaaa!"" 🌴🎶💖","The commenter expresses a positive connection with the song and artist, using enthusiastic language and emojis.",
Positive,"Today was the 1st anniversary of espresso. Espresso was published on April 11, 2024 at 20:00. Today is a truly special day. The emotions it evokes and the meanings it carries, the hope it gives to people and a little bit of Sabrina's strong coffees.💋👄☕🩱☕","The commenter expresses fondness and appreciation for the music video and its themes, using positive emojis and language.",
Negative,Scott Cramer and his video about the wrong lyrics brought me here,"The comment expresses annoyance and frustration with the video's content, indicating a negative sentiment.",
Positive,The quiet house put this song so nice vibes,The comment expresses enjoyment and a pleasant feeling about the song and its atmosphere.,
Neutral,"Happy 1st Anniversary. I can't believe it's been a year already, I remember when this said 1 hour ago. Spring and Summer 2024 was peak, but Summer 2023 was better. The summer vibe and chorus goes so hard, as a guy, I'm not too crazy with this song, but the vibe goes hard. 1 year since this went off the charts along with They Not Like Us by Kendrick Lamar during Summer 2024. I'm already nostalgic for 2024, so much good happened. This year really sucks horribly with the plane crashes, the stock markets, everything, basically. I know I shouldn't be getting nostalgic for 2024, but that was my year getting out depression from Late Summer 2023 and Fall 2023, so I do miss 2022 - 2024 a lot. This year hasn't been hitting in this crazy country and world we live in. Too many bad things are happening! I wanna go back so bad! April 12, 2024 - April 12, 2025.","The comment expresses mixed feelings, acknowledging positive memories and nostalgia alongside criticism of current events, resulting in a balanced sentiment.",
Positive,i love the lyrics,The comment expresses a clear liking and enjoyment of the song's lyrics.,
Positive,Its literally giving summer vibes its giving vintage it’s giving beach vibes its giving perfect summer day ✌️,"The comment uses enthusiastic language and repeatedly associates the music with positive, desirable summer experiences.",
Positive,"Looking forward to this song becoming nostalgic, except for it already is ☕",The comment expresses a positive anticipation and fondness for the song's potential to evoke nostalgic feelings.,
Positive,Yo the summer vibes feel it from here.,The enthusiastic expression 'feel it from here' indicates a positive emotional response to the music video.,
Positive,Such a beautiful beat and voice ❤,The commenter expresses admiration and affection using emojis and positive language.,
Positive,Wow it's 1 year already 😭✌️✌️ I used to vibe this til June ..,"The commenter expresses nostalgia and fondness, indicated by 'Wow' and 'used to vibe this', suggesting a positive emotional reaction.",
Negative,Wow is this awful.,The use of 'awful' clearly indicates a negative opinion about the music video.,
Negative,"Cannot understand her lyrics, no talent, just a stripper.","The comment expresses strong criticism and insults, clearly indicating a negative sentiment.",
Positive,"i remember this song being every in 2024, so nostalgic 😭 ❤","The use of emojis (😭, ❤) and the phrase 'so nostalgic' clearly indicates a positive emotional response to the song.",
Positive,It's giving me Summer vibes I love it😊😊😊😊😊❤❤❤❤❤,The use of emojis and phrases like 'Summer vibes' clearly express a positive feeling about the music video.,
Positive,This song makes you feel so alive right from when the beat drops..,"The commenter expresses a feeling of exhilaration and energy, indicating a positive sentiment towards the music video.",
Positive,This song is such a VIBE,The use of 'VIBE' indicates a positive feeling and enjoyment of the music video.,
