classificacao,comentario,justificativa,sentimento_manual
Positive,I love the 90s vibe. ... ...,"The commenter explicitly expresses affection for the video's 90s aesthetic, indicating a positive sentiment.",
Positive,This is totally Express Yourself / Vogue vibes ❤️🙌,The use of a heart emoji and exclamation points indicates enthusiastic appreciation for the video's resemblance to the referenced songs.,
Positive,I'm 61 and I freaking love this song. And I don't know why it makes me emotional.,The user explicitly states they 'love' the song and expresses a positive emotional response.,
Positive,I'm getting major goosebumps from this epic chorus!,The commenter expresses a strong positive reaction – ‘goosebumps’ – indicating they enjoyed the music video.,
Positive,"Love this song, the whole era has been so powerful she's so back with this album and Wicked <3","The commenter expresses clear enthusiasm for the song and album, using positive language like 'Love this song' and 'powerful'.",
Positive,i don’t get why people are so disappointed by this song 😭 it’s such a  good pop & dance/house record with an amazing vibe. good quality and productions and vocals,"The commenter expresses strong positive feelings about the song, praising its quality, production, and vibe.",
Positive,These lyrics are brilliant...how she put them to such an amazing dance song...,"The comment expresses admiration for the lyrics and song, indicating a positive emotional response.",
Positive,This song doesn't get old I love all the vibe in it❤,"The commenter expresses affection and enjoyment of the song and its atmosphere, indicating a positive sentiment.",
Positive,MADONNA VIBES 110%,The enthusiastic exclamation '110%' clearly expresses positive excitement about the music video.,
Positive,Ari your mind is just brilliant!!  The song and the video are literally everything. The vibes are immaculate and concept is truly inspired you can tell a lot of thought was put into the visual! I’m obsessed 😭😭😭,"The commenter expresses overwhelming enthusiasm and adoration for the video and artist, clearly indicating a positive sentiment.",
Positive,"Yes and is actually overhated, its so good i love the vocals and the introduction",The comment expresses clear enjoyment and positive opinions about the music video's elements.,
Positive,"I love this video. The lyrics and feel of the song (which I loved since I heard it) hit me harder watching it. No to the haters. Be your own best friend. Shit gets tough. There's too much judgment and worrying about what everyone else is up to, when we have to care for and answer to ourselves at the end of the day. Love it ari","The commenter expresses clear enthusiasm and affection for the video and song, using phrases like 'I love this video' and 'Love it ari'.",
Positive,fuck !!! she has gone beyond the level... and in this whole eternal sunshine album she has expressed every stage of trauma and healing through her lyrics.. I'm really drugging to... felt so relatable how it feels to be stuck then trauma bonded and then to finally decide and move on and never give a fuck. it takes a lot to not care about others and when you do... it gives you immense power❤️‍🔥😭 love love love every version of arii,"The comment expresses overwhelmingly positive feelings about the music video and the artist's lyrics, using enthusiastic language and emojis.",
Negative,the lyrics are so insanely tone deaf and shameless considering she's a serial boyfriend stealer donut licker home wrecker. you're tired of people's assumptions? imagine how the ex wife feels lmao,"The comment expresses strong disapproval and insults directed at the artist, indicating a clearly negative sentiment.",
Positive,Actually a real good tune. 90s vibes 😎,"The commenter expresses positive appreciation for the music video, using phrases like 'real good tune' and a positive emoji.",
Positive,"Ariana, I don't know if you are going to read this comment, but did you know that this is my favorite song right now? Yes, And?... it makes me happy and gives me optimism because of the lyrics, I can't stop thinking about this song and I want you to know that I love you very much for making me happy with this beautiful song.  It's been a long time since I've heard such a special song.","The commenter expresses strong positive feelings about the song, describing it as their favorite and conveying gratitude to the artist.",
Positive,"This is a fucking hit you guys what’s wrong with you? It’s an ANTHEM, love the beat and the message damn","The commenter uses enthusiastic language like 'hit,' 'anthem,' and 'love,' indicating a positive feeling about the music video.",
Negative,CAN EVERYONE STOP COMMENTING “WHOS HERE IN *insert month here* 2024” LIKE ITS ACTUALLY ANNOYING,"The comment expresses annoyance and criticism of a repetitive type of comment, indicating a negative sentiment.",
Positive,This song is already nostalgic and it hasnt even been a year,The commenter expresses fondness and a positive feeling towards the song's nostalgic qualities.,
Positive,This song has such a 80's Janet Jackson vibe on it.... really love it,"The commenter expresses enthusiasm and a positive comparison to Janet Jackson, indicating a favorable opinion of the song.",
Positive,Giving Madonna vibes,"Comparing the music video to Madonna is generally a positive comparison, indicating approval and admiration.",
Positive,"i don't know how i missed it when it came out, the very important detail: she's a stone figure, a sculpture, not her true live self when the covers are down, when the world sees her, but when the covers are up and no one can see her she's moving, dancing, singing and being unapologetically herself. i love you so much Ari","The comment expresses adoration and appreciation for the artist, indicating a strongly positive sentiment.",
Positive,'Vogue' vibes. Love it!,The exclamation 'Love it!' clearly indicates a positive feeling towards the music video.,
Positive,I love the 90s dance music type vibe this has,The commenter expresses enthusiasm and affection for the music video's style.,
Negative,You should be ashamed of yourself girl I truly wish you the worst,"The comment expresses strong disapproval and a desire for harm, indicating a clearly negative sentiment.",
Negative,"It’s pretty gross to me how many people aren’t paying attention to the lyrics and/or caring that she’s saying she stole a married man with an infant, so what? We don’t hold celebrities accountable for shit anymore unless we’re canceling them for “woke” offenses.",The comment expresses strong disapproval and criticism of the video's content and the audience's lack of concern about a serious issue.,
Positive,"Madonna's ""Vogue"" vibe. But it reminds me of Paula Abdul's ""Cold Hearted"" Video. Love It....","The commenter expresses love for the video, indicating a positive emotional response.",
Positive,Gives madonna vouge vibes,"The comment expresses a positive comparison to the fashion magazine Vogue, indicating a favorable opinion of the music video.",
Positive,Madonna vibes,"The comment expresses a positive association with the music video, referencing the iconic singer Madonna.",
Positive,"this is giving me ""george michaels too funky"" vibes <3",The use of 'vibes' and the heart emoji clearly indicates a positive association with the music video.,
Positive,It has Madonna Vogue vibes. So cool!,The comment expresses excitement and approval using positive language like 'cool!',
Positive,"People are hating now but just wait in a couple of years people will look back, feel nostalgic and realise how iconic this comeback was.",The comment expresses a belief that the video will become increasingly popular and fondly remembered over time.,
Positive,so 90's disco! Loved it! The vibes reminds me of the 90's Whitney Houston - I'm Every Woman❤,"The commenter expresses enthusiasm and fondness for the video, using words like 'Loved it!' and describing a positive nostalgic feeling.",
Negative,I love how this is a literal diss to a family but DAMN it’s catchy😗,"Despite acknowledging a catchy melody, the comment expresses a critical and potentially uncomfortable reaction to the video's subject matter (a 'literal diss to a family').",
Positive,2:45 the way she put mac miller's lyrics is so heart touching she really love him so much😢💕,The commenter expresses admiration and emotional connection through positive language like 'heart touching' and uses emojis to convey fondness.,
Positive,"I have been looking for top, current music stars to follow since my girlfriend went off with her cousin to see Girls Aloud a few days ago. I was fuming. I was not going to be left out. Ignored. I was going to have my performers that I love who appeal to me. And today (June 4, 2004) I have found it. Ariana won a new fan today. Me. I have listened to the first few lines of the lyrics to songs from stars like Shawn Mendes and I switched off. Ariana's song's just make me want to keep on listening. Nothing to do with the fact that two very young victims of the tragedy in Manchester are from my hometown. There is something about her voice that just keeps me hooked. I intend to listen to more in the very near future. This is my first ever song. But there is going to me more. Much more.","The commenter expresses excitement and a newfound appreciation for Ariana Grande, indicating a positive emotional reaction.",
Positive,I dont know what kind of vibe but it’s definitely a vibe,The comment expresses a positive feeling about the video's atmosphere using the word 'vibe' in a complimentary way.,
Positive,It's basically Vogue but with better🎉 lyrics!!!!,The exclamation points and comparison to 'Vogue' with a positive modifier ('better') strongly indicate a positive sentiment.,
Positive,her class is unbeaten,The comment expresses a strong positive opinion about the music video’s class.,
Positive,Who's here after abracadabra? Felt like same vibes,The comment expresses a positive feeling by referencing a shared experience ('vibes') and a playful question ('Who's here').,
Positive,Madonna vibes 🎉,The exclamation mark and phrase 'Madonna vibes' indicate enthusiastic appreciation for the music video.,
